filename,targets
1_cumulus_000001.jpg,0
1_cumulus_000002.jpg,0
1_cumulus_000003.jpg,0
1_cumulus_000004.jpg,0
1_cumulus_000005.jpg,0
1_cumulus_000006.jpg,0
1_cumulus_000007.jpg,0
1_cumulus_000008.jpg,0
1_cumulus_000009.jpg,0
1_cumulus_000010.jpg,0
1_cumulus_000011.jpg,0
1_cumulus_000012.jpg,0
1_cumulus_000013.jpg,0
1_cumulus_000014.jpg,0
1_cumulus_000015.jpg,0
1_cumulus_000016.jpg,0
1_cumulus_000017.jpg,0
1_cumulus_000018.jpg,0
1_cumulus_000019.jpg,0
1_cumulus_000020.jpg,0
1_cumulus_000021.jpg,0
1_cumulus_000022.jpg,0
1_cumulus_000023.jpg,0
1_cumulus_000024.jpg,0
1_cumulus_000025.jpg,0
1_cumulus_000026.jpg,0
1_cumulus_000027.jpg,0
1_cumulus_000028.jpg,0
1_cumulus_000029.jpg,0
1_cumulus_000030.jpg,0
1_cumulus_000031.jpg,0
1_cumulus_000032.jpg,0
1_cumulus_000033.jpg,0
1_cumulus_000034.jpg,0
1_cumulus_000035.jpg,0
1_cumulus_000036.jpg,0
1_cumulus_000037.jpg,0
1_cumulus_000038.jpg,0
1_cumulus_000039.jpg,0
1_cumulus_000040.jpg,0
1_cumulus_000041.jpg,0
1_cumulus_000042.jpg,0
1_cumulus_000043.jpg,0
1_cumulus_000044.jpg,0
1_cumulus_000045.jpg,0
1_cumulus_000046.jpg,0
1_cumulus_000047.jpg,0
1_cumulus_000048.jpg,0
1_cumulus_000049.jpg,0
1_cumulus_000050.jpg,0
1_cumulus_000051.jpg,0
1_cumulus_000052.jpg,0
1_cumulus_000053.jpg,0
1_cumulus_000054.jpg,0
1_cumulus_000055.jpg,0
1_cumulus_000056.jpg,0
1_cumulus_000057.jpg,0
1_cumulus_000058.jpg,0
1_cumulus_000059.jpg,0
1_cumulus_000060.jpg,0
1_cumulus_000061.jpg,0
1_cumulus_000062.jpg,0
1_cumulus_000063.jpg,0
1_cumulus_000064.jpg,0
1_cumulus_000065.jpg,0
1_cumulus_000066.jpg,0
1_cumulus_000067.jpg,0
1_cumulus_000068.jpg,0
1_cumulus_000069.jpg,0
1_cumulus_000070.jpg,0
1_cumulus_000071.jpg,0
1_cumulus_000072.jpg,0
1_cumulus_000073.jpg,0
1_cumulus_000074.jpg,0
1_cumulus_000075.jpg,0
1_cumulus_000076.jpg,0
1_cumulus_000077.jpg,0
1_cumulus_000078.jpg,0
1_cumulus_000079.jpg,0
1_cumulus_000080.jpg,0
1_cumulus_000081.jpg,0
1_cumulus_000082.jpg,0
1_cumulus_000083.jpg,0
1_cumulus_000084.jpg,0
1_cumulus_000085.jpg,0
1_cumulus_000086.jpg,0
1_cumulus_000087.jpg,0
1_cumulus_000088.jpg,0
1_cumulus_000089.jpg,0
1_cumulus_000090.jpg,0
1_cumulus_000091.jpg,0
1_cumulus_000092.jpg,0
1_cumulus_000093.jpg,0
1_cumulus_000094.jpg,0
1_cumulus_000095.jpg,0
1_cumulus_000096.jpg,0
1_cumulus_000097.jpg,0
1_cumulus_000098.jpg,0
1_cumulus_000099.jpg,0
1_cumulus_000100.jpg,0
1_cumulus_000101.jpg,0
1_cumulus_000102.jpg,0
1_cumulus_000103.jpg,0
1_cumulus_000104.jpg,0
1_cumulus_000105.jpg,0
1_cumulus_000106.jpg,0
1_cumulus_000107.jpg,0
1_cumulus_000108.jpg,0
1_cumulus_000109.jpg,0
1_cumulus_000110.jpg,0
1_cumulus_000111.jpg,0
1_cumulus_000112.jpg,0
1_cumulus_000113.jpg,0
1_cumulus_000114.jpg,0
1_cumulus_000115.jpg,0
1_cumulus_000116.jpg,0
1_cumulus_000117.jpg,0
1_cumulus_000118.jpg,0
1_cumulus_000119.jpg,0
1_cumulus_000120.jpg,0
1_cumulus_000121.jpg,0
1_cumulus_000122.jpg,0
1_cumulus_000123.jpg,0
1_cumulus_000124.jpg,0
1_cumulus_000125.jpg,0
1_cumulus_000126.jpg,0
1_cumulus_000127.jpg,0
1_cumulus_000128.jpg,0
1_cumulus_000129.jpg,0
1_cumulus_000130.jpg,0
1_cumulus_000131.jpg,0
1_cumulus_000132.jpg,0
1_cumulus_000133.jpg,0
1_cumulus_000134.jpg,0
1_cumulus_000135.jpg,0
1_cumulus_000136.jpg,0
1_cumulus_000137.jpg,0
1_cumulus_000138.jpg,0
1_cumulus_000139.jpg,0
1_cumulus_000140.jpg,0
1_cumulus_000141.jpg,0
1_cumulus_000142.jpg,0
1_cumulus_000143.jpg,0
1_cumulus_000144.jpg,0
1_cumulus_000145.jpg,0
1_cumulus_000146.jpg,0
1_cumulus_000147.jpg,0
1_cumulus_000148.jpg,0
1_cumulus_000149.jpg,0
1_cumulus_000150.jpg,0
1_cumulus_000151.jpg,0
1_cumulus_000152.jpg,0
1_cumulus_000153.jpg,0
1_cumulus_000154.jpg,0
1_cumulus_000155.jpg,0
1_cumulus_000156.jpg,0
1_cumulus_000157.jpg,0
1_cumulus_000158.jpg,0
1_cumulus_000159.jpg,0
1_cumulus_000160.jpg,0
1_cumulus_000161.jpg,0
1_cumulus_000162.jpg,0
1_cumulus_000163.jpg,0
1_cumulus_000164.jpg,0
1_cumulus_000165.jpg,0
1_cumulus_000166.jpg,0
1_cumulus_000167.jpg,0
1_cumulus_000168.jpg,0
1_cumulus_000169.jpg,0
1_cumulus_000170.jpg,0
1_cumulus_000171.jpg,0
1_cumulus_000172.jpg,0
1_cumulus_000173.jpg,0
1_cumulus_000174.jpg,0
1_cumulus_000175.jpg,0
1_cumulus_000176.jpg,0
1_cumulus_000177.jpg,0
1_cumulus_000178.jpg,0
1_cumulus_000179.jpg,0
1_cumulus_000180.jpg,0
1_cumulus_000181.jpg,0
1_cumulus_000182.jpg,0
1_cumulus_000183.jpg,0
1_cumulus_000184.jpg,0
1_cumulus_000185.jpg,0
1_cumulus_000186.jpg,0
1_cumulus_000187.jpg,0
1_cumulus_000188.jpg,0
1_cumulus_000189.jpg,0
1_cumulus_000190.jpg,0
1_cumulus_000191.jpg,0
1_cumulus_000192.jpg,0
1_cumulus_000193.jpg,0
1_cumulus_000194.jpg,0
1_cumulus_000195.jpg,0
1_cumulus_000196.jpg,0
1_cumulus_000197.jpg,0
1_cumulus_000198.jpg,0
1_cumulus_000199.jpg,0
1_cumulus_000200.jpg,0
1_cumulus_000201.jpg,0
1_cumulus_000202.jpg,0
1_cumulus_000203.jpg,0
1_cumulus_000204.jpg,0
1_cumulus_000205.jpg,0
1_cumulus_000206.jpg,0
1_cumulus_000207.jpg,0
1_cumulus_000208.jpg,0
1_cumulus_000209.jpg,0
1_cumulus_000210.jpg,0
1_cumulus_000211.jpg,0
1_cumulus_000212.jpg,0
1_cumulus_000213.jpg,0
1_cumulus_000214.jpg,0
1_cumulus_000215.jpg,0
1_cumulus_000216.jpg,0
1_cumulus_000217.jpg,0
1_cumulus_000218.jpg,0
1_cumulus_000219.jpg,0
1_cumulus_000220.jpg,0
1_cumulus_000221.jpg,0
1_cumulus_000222.jpg,0
1_cumulus_000223.jpg,0
